melody,note,pitch,ic,predicted_pitch,correct_pitch
hymn_267_b,3,75,5.2671447,72,False
hymn_267_b,4,72,2.766269,75,False
hymn_267_b,5,74,7.2326636,70,False
hymn_267_b,6,75,1.3096366,75,True
hymn_267_b,7,70,4.6580725,72,False
hymn_267_b,8,68,1.6154972,68,True
hymn_267_b,9,70,3.357008,67,False
hymn_267_b,10,67,3.189252,72,False
hymn_267_b,11,63,3.7993042,68,False
hymn_267_b,12,65,2.896843,63,False
hymn_267_b,13,65,3.3825955,67,False
hymn_267_b,14,65,2.1977239,63,False
hymn_267_b,15,65,2.5217292,63,False
hymn_267_b,16,67,3.1967137,63,False
hymn_267_b,17,68,0.8284139,68,True
hymn_267_b,18,70,1.8446494,70,True
hymn_267_b,19,75,5.0804744,72,False
hymn_267_b,20,72,2.155315,75,False
hymn_267_b,21,74,6.943633,70,False
hymn_267_b,22,75,1.4717189,75,True
hymn_267_b,23,70,4.198995,72,False
hymn_267_b,24,68,1.6546253,68,True
hymn_267_b,25,70,3.473961,67,False
hymn_267_b,26,67,3.189252,72,False
hymn_267_b,27,63,3.7993042,68,False
hymn_267_b,28,65,2.896843,63,False
hymn_267_b,29,65,3.3825955,67,False
hymn_267_b,30,65,2.1977239,63,False
hymn_267_b,31,65,2.5217292,63,False
hymn_267_b,32,65,2.0959432,63,False
hymn_267_b,33,65,1.9708794,63,False
hymn_267_b,34,67,2.9621441,65,False
hymn_267_b,35,70,3.05866,68,False
hymn_267_b,36,70,1.6240177,70,True
hymn_267_b,37,69,5.396046,70,False
hymn_267_b,38,70,2.7184315,67,False
hymn_267_b,39,74,4.316888,72,False
hymn_267_b,40,74,2.889046,72,False
hymn_267_b,41,74,2.094157,72,False
hymn_267_b,42,72,0.97774804,72,True
hymn_267_b,43,67,5.9065027,70,False
hymn_267_b,44,70,2.5617032,69,False
hymn_267_b,45,69,0.98452455,69,True
hymn_267_b,46,67,1.1509587,67,True
hymn_267_b,47,67,2.3689337,69,False
hymn_267_b,48,70,4.561954,67,False
hymn_267_b,49,70,2.2533314,69,False
hymn_267_b,50,70,2.3097315,69,False
hymn_267_b,51,75,8.947892,69,False
hymn_267_b,52,68,7.579045,75,False
hymn_267_b,53,72,3.9801693,68,False
hymn_267_b,54,72,3.0574558,70,False
hymn_267_b,55,70,1.0321106,70,True
hymn_267_b,56,63,4.830417,68,False
hymn_267_b,57,65,2.677663,63,False
hymn_267_b,58,67,1.185399,67,True
hymn_267_b,59,70,3.2197752,68,False
hymn_267_b,60,68,1.7100651,68,True
hymn_267_b,61,65,3.0094402,67,False
hymn_267_b,62,63,1.7810855,63,True
hymn_267_b,63,63,1.5221858,63,True
hymn_273_b,1,69,2.640448,71,False
hymn_273_b,2,67,0.91701615,67,True
hymn_273_b,3,71,3.2966118,66,False
hymn_273_b,4,74,2.0487194,69,False
hymn_273_b,5,72,2.4940543,71,False
hymn_273_b,6,71,0.3898701,71,True
hymn_273_b,7,71,2.4914699,69,False
hymn_273_b,8,64,8.4465685,69,False
hymn_273_b,9,66,3.1848824,67,False
hymn_273_b,10,67,0.44261074,67,True
hymn_273_b,11,69,1.7880894,69,True
hymn_273_b,12,66,4.2016506,71,False
hymn_273_b,13,64,3.0714443,67,False
hymn_273_b,14,62,1.0702808,62,True
hymn_273_b,15,62,2.0863092,62,True
hymn_273_b,16,67,2.2590923,62,False
hymn_273_b,17,66,2.8991437,67,False
hymn_273_b,18,64,1.2750375,64,True
hymn_273_b,19,67,6.2642117,62,False
hymn_273_b,20,72,6.080881,69,False
hymn_273_b,21,71,0.95442843,71,True
hymn_273_b,22,69,1.0077554,69,True
hymn_273_b,23,69,3.4173706,67,False
hymn_273_b,24,74,4.470958,67,False
hymn_273_b,25,72,1.4547985,72,True
hymn_273_b,26,71,0.41237113,71,True
hymn_273_b,27,69,1.2223265,69,True
hymn_273_b,28,67,0.7800259,67,True
hymn_273_b,29,66,3.162496,69,False
hymn_273_b,30,67,1.2874415,67,True
hymn_273_b,31,67,2.8518925,69,False
hymn_291_b,1,65,5.6049833,69,False
hymn_291_b,2,74,6.16529,65,False
hymn_291_b,3,72,1.3829393,72,True
hymn_291_b,4,70,1.4609094,70,True
hymn_291_b,5,69,0.4568166,69,True
hymn_291_b,6,67,1.3933614,67,True
hymn_291_b,7,67,2.9489655,65,False
hymn_291_b,8,69,2.4630764,65,False
hymn_291_b,9,65,2.5721214,70,False
hymn_291_b,10,72,3.0772462,65,False
hymn_291_b,11,72,0.86065537,72,True
hymn_291_b,12,72,1.1134869,72,True
hymn_291_b,13,71,7.5778723,72,False
hymn_291_b,14,72,1.2920196,72,True
hymn_291_b,15,72,2.8252308,71,False
hymn_291_b,16,69,2.936078,71,False
hymn_291_b,17,67,2.0691996,67,True
hymn_291_b,18,65,1.5461489,65,True
hymn_291_b,19,74,6.2397943,65,False
hymn_291_b,20,72,1.2280353,72,True
hymn_291_b,21,70,5.032456,71,False
hymn_291_b,22,69,0.47364405,69,True
hymn_291_b,23,69,3.113188,67,False
hymn_291_b,24,69,2.6943913,67,False
hymn_291_b,25,69,2.17541,67,False
hymn_291_b,26,72,2.1835828,69,False
hymn_291_b,27,69,2.954849,72,False
hymn_291_b,28,69,3.141955,72,False
hymn_291_b,29,67,2.1094778,72,False
hymn_291_b,30,65,1.3963251,65,True
hymn_291_b,31,65,1.3042481,65,True
hymn_295_b,1,64,1.6817509,64,True
hymn_295_b,2,66,3.6080146,64,False
hymn_295_b,3,71,3.88728,68,False
hymn_295_b,4,68,4.33327,69,False
hymn_295_b,5,69,3.0660791,64,False
hymn_295_b,6,71,1.9608016,68,False
hymn_295_b,7,71,2.7488956,73,False
hymn_295_b,8,73,2.3703043,71,False
hymn_295_b,9,76,2.9694881,71,False
hymn_295_b,10,71,2.471631,73,False
hymn_295_b,11,64,3.7353308,73,False
hymn_295_b,12,66,2.4257762,64,False
hymn_295_b,13,68,1.749218,68,True
hymn_295_b,14,64,2.0051622,69,False
hymn_295_b,15,64,1.7177275,64,True
hymn_295_b,16,66,1.8903421,66,True
hymn_295_b,17,66,3.6958137,68,False
hymn_295_b,18,71,4.843374,68,False
hymn_295_b,19,71,2.8378618,68,False
hymn_295_b,20,73,2.4078658,68,False
hymn_295_b,21,73,2.4461322,71,False
hymn_295_b,22,74,6.334236,71,False
hymn_295_b,23,74,4.8285356,73,False
hymn_295_b,24,76,2.631934,73,False
hymn_295_b,25,74,1.9791211,73,False
hymn_295_b,26,73,0.95774496,73,True
hymn_295_b,27,69,4.29135,71,False
hymn_295_b,28,66,4.7010307,69,False
hymn_295_b,29,68,6.9595757,69,False
hymn_295_b,30,69,0.6472538,69,True
hymn_295_b,31,69,2.0452945,69,True
hymn_296_b,1,71,5.853288,68,False
hymn_296_b,2,76,3.6744993,68,False
hymn_296_b,3,64,6.464673,73,False
hymn_296_b,4,66,3.6232405,68,False
hymn_296_b,5,68,0.6195174,68,True
hymn_296_b,6,69,2.092836,69,True
hymn_296_b,7,68,1.9180547,68,True
hymn_296_b,8,69,3.1366553,66,False
hymn_296_b,9,71,2.129482,68,False
hymn_296_b,10,73,1.5049007,73,True
hymn_296_b,11,76,2.7812178,71,False
hymn_296_b,12,69,4.792838,73,False
hymn_296_b,13,68,1.7775606,68,True
hymn_296_b,14,66,0.78431714,66,True
hymn_296_b,15,66,3.2667613,64,False
hymn_296_b,16,71,3.9960408,64,False
hymn_296_b,17,69,1.6273819,69,True
hymn_296_b,18,68,1.5384434,68,True
hymn_296_b,19,76,6.8951106,66,False
hymn_296_b,20,75,4.878948,73,False
hymn_296_b,21,73,0.8645614,73,True
hymn_296_b,22,73,2.8633862,71,False
hymn_296_b,23,72,9.223185,71,False
hymn_296_b,24,73,1.4542619,73,True
hymn_296_b,25,69,5.059304,71,False
hymn_296_b,26,71,2.2469525,71,True
hymn_296_b,27,68,5.1938615,72,False
hymn_296_b,28,66,2.8111336,71,False
hymn_296_b,29,66,3.3553758,64,False
hymn_296_b,30,64,2.0752485,68,False
hymn_296_b,31,64,1.9958385,64,True
hymn_296_b,32,69,3.0116813,64,False
hymn_296_b,33,69,1.7052867,69,True
hymn_296_b,34,69,2.5430546,71,False
hymn_296_b,35,68,3.0487647,71,False
hymn_296_b,36,73,6.7517476,66,False
hymn_296_b,37,75,7.4059114,71,False
hymn_296_b,38,76,1.1988285,76,True
hymn_296_b,39,64,5.684008,73,False
hymn_296_b,40,68,3.4033468,64,False
hymn_296_b,41,68,1.293638,68,True
hymn_296_b,42,66,3.7447155,68,False
hymn_296_b,43,66,2.9276924,64,False
hymn_296_b,44,64,1.5827396,64,True
hymn_296_b,45,64,2.255713,61,False
hymn_296_b,46,64,2.1725187,64,True
hymn_296_b,47,64,2.2462218,64,True
hymn_311_b,1,68,4.154713,64,False
hymn_311_b,2,71,1.4072437,71,True
hymn_311_b,3,71,1.7930572,71,True
hymn_311_b,4,73,2.9294984,71,False
hymn_311_b,5,71,1.8708352,71,True
hymn_311_b,6,69,2.1657648,68,False
hymn_311_b,7,68,1.4378806,68,True
hymn_311_b,8,68,3.9171958,66,False
hymn_311_b,9,69,2.7878788,66,False
hymn_311_b,10,71,1.209434,71,True
hymn_311_b,11,64,3.641651,73,False
hymn_311_b,12,68,3.5084474,64,False
hymn_311_b,13,66,3.0188293,71,False
hymn_311_b,14,64,1.1987036,64,True
hymn_311_b,15,64,1.6225436,64,True
hymn_311_b,16,71,5.064128,64,False
hymn_311_b,17,71,2.450912,73,False
hymn_311_b,18,73,2.576721,71,False
hymn_311_b,19,71,1.5231676,71,True
hymn_311_b,20,74,7.0033836,68,False
hymn_311_b,21,73,0.98719865,73,True
hymn_311_b,22,73,2.8785253,71,False
hymn_311_b,23,71,0.87368417,71,True
hymn_311_b,24,71,2.3130372,69,False
hymn_311_b,25,66,5.9578543,69,False
hymn_311_b,26,68,3.568657,69,False
hymn_311_b,27,73,4.46836,69,False
hymn_311_b,28,71,1.31983,71,True
hymn_311_b,29,70,9.712324,69,False
hymn_311_b,30,71,1.8323958,68,False
hymn_311_b,31,71,2.4281697,68,False
hymn_311_b,32,64,6.0571485,68,False
hymn_311_b,33,68,2.2920697,68,True
hymn_311_b,34,71,1.935521,66,False
hymn_311_b,35,71,2.2295482,68,False
hymn_311_b,36,73,2.394484,71,False
hymn_311_b,37,71,1.9570173,73,False
hymn_311_b,38,69,2.5549867,73,False
hymn_311_b,39,68,1.1803098,68,True
hymn_311_b,40,68,3.9701605,66,False
hymn_311_b,41,69,2.820935,66,False
hymn_311_b,42,71,1.209506,71,True
hymn_311_b,43,64,3.6421146,73,False
hymn_311_b,44,68,3.5087552,64,False
hymn_311_b,45,66,3.018996,71,False
hymn_311_b,46,64,1.1991332,64,True
hymn_311_b,47,64,1.623,64,True
hymn_388b_b,1,65,2.9056337,63,False
hymn_388b_b,2,67,1.0524155,67,True
hymn_388b_b,3,63,4.281913,68,False
hymn_388b_b,4,65,2.5910773,63,False
hymn_388b_b,5,67,1.1758118,67,True
hymn_388b_b,6,68,1.0176754,68,True
hymn_388b_b,7,67,2.0319068,70,False
hymn_388b_b,8,72,5.087571,65,False
hymn_388b_b,9,70,1.5051947,70,True
hymn_388b_b,10,68,1.073155,68,True
hymn_388b_b,11,67,0.67195696,67,True
hymn_388b_b,12,65,1.437646,65,True
hymn_388b_b,13,65,2.46973,63,False
hymn_388b_b,14,63,2.751091,65,False
hymn_388b_b,15,63,1.4671767,63,True
hymn_388b_b,16,75,6.9765487,63,False
hymn_388b_b,17,74,3.1682506,75,False
hymn_388b_b,18,75,3.9515064,72,False
hymn_388b_b,19,70,4.6852264,72,False
hymn_388b_b,20,72,2.6333318,68,False
hymn_388b_b,21,70,1.1113904,70,True
hymn_388b_b,22,68,1.7126426,68,True
hymn_388b_b,23,67,0.7218494,67,True
hymn_388b_b,24,72,4.400014,68,False
hymn_388b_b,25,74,5.651947,70,False
hymn_388b_b,26,75,1.3558403,75,True
hymn_388b_b,27,74,1.9402357,74,True
hymn_388b_b,28,72,0.71032387,72,True
hymn_388b_b,29,72,3.692649,70,False
hymn_388b_b,30,70,0.7214156,70,True
hymn_388b_b,31,70,1.7743711,70,True
hymn_388b_b,32,70,2.1528888,70,True
hymn_388b_b,33,70,1.594416,70,True
hymn_388b_b,34,67,4.038621,70,False
hymn_388b_b,35,63,5.9399786,70,False
hymn_388b_b,36,65,2.5318325,63,False
hymn_388b_b,37,67,1.4737554,67,True
hymn_388b_b,38,68,2.0293217,68,True
hymn_388b_b,39,67,1.7898774,70,False
hymn_388b_b,40,70,2.9673302,65,False
hymn_388b_b,41,67,2.7993033,70,False
hymn_388b_b,42,72,4.6076174,65,False
hymn_388b_b,43,70,1.3695836,70,True
hymn_388b_b,44,67,3.0451534,68,False
hymn_388b_b,45,65,2.165899,70,False
hymn_388b_b,46,63,2.0749059,63,True
hymn_388b_b,47,63,1.6116358,63,True
hymn_444_b,1,66,4.2005973,69,False
hymn_444_b,2,64,1.5611517,64,True
hymn_444_b,3,62,1.3847852,62,True
hymn_444_b,4,64,2.4542384,61,False
hymn_444_b,5,64,3.3973746,66,False
hymn_444_b,6,66,1.4314183,66,True
hymn_444_b,7,66,2.8972774,69,False
hymn_444_b,8,69,2.2190983,64,False
hymn_444_b,9,74,4.179712,69,False
hymn_444_b,10,73,2.1556618,73,True
hymn_444_b,11,69,3.843435,71,False
hymn_444_b,12,69,1.6642307,69,True
hymn_444_b,13,68,6.910049,69,False
hymn_444_b,14,69,2.3997097,66,False
hymn_444_b,15,69,2.4327765,71,False
hymn_444_b,16,74,4.5686564,69,False
hymn_444_b,17,69,3.5497324,73,False
hymn_444_b,18,67,4.0510244,69,False
hymn_444_b,19,66,1.1942229,66,True
hymn_444_b,20,64,0.9331568,64,True
hymn_444_b,21,66,3.2636554,62,False
hymn_444_b,22,67,1.4863396,67,True
hymn_444_b,23,67,2.9052584,69,False
hymn_444_b,24,67,2.1407166,69,False
hymn_444_b,25,69,1.6440071,69,True
hymn_444_b,26,66,3.394098,71,False
hymn_444_b,27,62,2.8040094,67,False
hymn_444_b,28,62,1.8325367,62,True
hymn_444_b,29,61,7.0298276,67,False
hymn_444_b,30,62,1.1851618,62,True
hymn_444_b,31,62,2.0744088,64,False
hymn_526_b,1,72,4.392739,69,False
hymn_526_b,2,69,2.9528604,71,False
hymn_526_b,3,65,2.5535624,69,False
hymn_526_b,4,64,3.466698,67,False
hymn_526_b,5,65,1.6126449,62,False
hymn_526_b,6,67,0.6300277,67,True
hymn_526_b,7,69,1.6813197,69,True
hymn_526_b,8,70,2.3283648,72,False
hymn_526_b,9,69,2.0774093,72,False
hymn_526_b,10,67,0.92518544,67,True
hymn_526_b,11,72,5.154915,65,False
hymn_526_b,12,76,6.5441504,70,False
hymn_526_b,13,74,1.4159158,74,True
hymn_526_b,14,72,0.53517,72,True
hymn_526_b,15,72,2.592889,69,False
hymn_526_b,16,69,2.11583,72,False
hymn_526_b,17,72,2.0367317,67,False
hymn_526_b,18,69,3.1828032,70,False
hymn_526_b,19,65,4.9756665,67,False
hymn_526_b,20,64,2.9910789,67,False
hymn_526_b,21,65,2.2748325,62,False
hymn_526_b,22,67,1.3192661,67,True
hymn_526_b,23,69,1.6112169,69,True
hymn_526_b,24,70,3.1934798,72,False
hymn_526_b,25,69,2.0322063,72,False
hymn_526_b,26,74,5.5302305,67,False
hymn_526_b,27,72,0.64175165,72,True
hymn_526_b,28,69,2.7710378,70,False
hymn_526_b,29,67,2.2509482,70,False
hymn_526_b,30,65,1.1104065,65,True
hymn_526_b,31,65,1.8485307,65,True
hymn_526_b,32,69,3.5065277,67,False
hymn_526_b,33,72,1.9692261,72,True
hymn_526_b,34,77,3.795913,72,False
hymn_526_b,35,74,1.2614347,74,True
hymn_526_b,36,72,0.45200902,72,True
hymn_526_b,37,65,5.0864234,69,False
hymn_526_b,38,70,4.78369,65,False
hymn_526_b,39,69,2.1875575,70,False
hymn_526_b,40,67,0.95980376,67,True
hymn_526_b,41,69,2.131453,65,False
hymn_526_b,42,72,2.539048,70,False
hymn_526_b,43,70,1.1915436,70,True
hymn_526_b,44,65,5.515013,69,False
hymn_526_b,45,67,1.663601,67,True
hymn_526_b,46,69,1.1568998,69,True
hymn_526_b,47,69,2.5191135,70,False
hymn_526_b,48,69,1.9381564,69,True
hymn_526_b,49,72,2.3452609,69,False
hymn_526_b,50,77,4.3586965,72,False
hymn_526_b,51,74,1.3096986,74,True
hymn_526_b,52,72,0.45930612,72,True
hymn_526_b,53,65,5.0411367,70,False
hymn_526_b,54,70,5.14056,67,False
hymn_526_b,55,69,1.5314231,69,True
hymn_526_b,56,67,0.985806,67,True
hymn_526_b,57,69,2.1526139,65,False
hymn_526_b,58,72,2.539048,70,False
hymn_526_b,59,70,1.1915436,70,True
hymn_526_b,60,62,7.29142,69,False
hymn_526_b,61,64,3.9603007,65,False
hymn_526_b,62,65,0.36234134,65,True
hymn_526_b,63,65,1.7968231,67,False
hymn_542_b,1,62,2.3024313,67,False
hymn_542_b,2,67,1.3390906,67,True
hymn_542_b,3,67,0.9206409,67,True
hymn_542_b,4,69,2.5778902,67,False
hymn_542_b,5,69,2.4783032,71,False
hymn_542_b,6,71,1.0581882,71,True
hymn_542_b,7,67,3.2806494,72,False
hymn_542_b,8,74,3.3702924,67,False
hymn_542_b,9,74,1.6085993,71,False
hymn_542_b,10,76,3.3080375,74,False
hymn_542_b,11,72,3.9537914,74,False
hymn_542_b,12,69,2.6303947,74,False
hymn_542_b,13,74,3.3127744,71,False
hymn_542_b,14,71,2.0447364,71,True
hymn_542_b,15,71,2.681644,69,False
hymn_542_b,16,71,2.0101454,69,False
hymn_542_b,17,71,1.7310109,71,True
hymn_542_b,18,69,1.8055303,71,False
hymn_542_b,19,71,2.399224,67,False
hymn_542_b,20,67,3.2067153,72,False
hymn_542_b,21,69,2.201871,67,False
hymn_542_b,22,67,2.460932,71,False
hymn_542_b,23,66,2.5101979,69,False
hymn_542_b,24,67,1.6975756,64,False
hymn_542_b,25,64,3.234228,69,False
hymn_542_b,26,62,1.0485994,62,True
hymn_542_b,27,67,2.3519108,62,False
hymn_542_b,28,67,1.7838386,67,True
hymn_542_b,29,66,3.1707513,67,False
hymn_542_b,30,67,1.7469108,64,False
hymn_542_b,31,67,2.5905764,69,False
hymn_565_b,1,65,6.0967402,70,False
hymn_565_b,2,67,2.6139586,70,False
hymn_565_b,3,63,5.3500752,69,False
hymn_565_b,4,60,5.26108,63,False
hymn_565_b,5,65,3.2007837,63,False
hymn_565_b,6,62,5.534822,65,False
hymn_565_b,7,62,4.345997,63,False
hymn_565_b,8,74,7.293764,65,False
hymn_565_b,9,74,1.8201401,72,False
hymn_565_b,10,72,0.86325324,72,True
hymn_565_b,11,65,5.5666656,70,False
hymn_565_b,12,69,4.3100004,67,False
hymn_565_b,13,67,1.7894047,72,False
hymn_565_b,14,65,1.0548698,65,True
hymn_565_b,15,65,3.4964716,62,False
hymn_565_b,16,67,2.24364,62,False
hymn_565_b,17,72,4.5824037,69,False
hymn_565_b,18,71,6.9893613,72,False
hymn_565_b,19,72,1.59633,69,False
hymn_565_b,20,74,1.6523631,74,True
hymn_565_b,21,67,6.753815,72,False
hymn_565_b,22,75,11.157413,69,False
hymn_565_b,23,75,2.5703,74,False
hymn_565_b,24,72,3.1234598,75,False
hymn_565_b,25,72,2.339927,70,False
hymn_565_b,26,74,3.0590723,70,False
hymn_565_b,27,65,8.984134,72,False
hymn_565_b,28,67,3.0991702,70,False
hymn_565_b,29,69,1.1938504,69,True
hymn_565_b,30,70,1.5017574,70,True
hymn_565_b,31,70,2.768301,72,False
