melody_id,filename,path,pitch,tonic_pc
1126,deut2598.krn,data/essen_copy/europa/deutschl/boehme/deut2598.krn,"[62, 71, 71, 71, 72, 71, 69, 64, 64, 62, 61, 62, 71, 69, 67, 62, 71, 71, 71, 72, 71, 69, 64, 64, 62, 61, 62, 71, 69, 67, 71, 71, 69, 67, 66, 66, 68, 70, 71, 71, 73, 71, 69, 69, 71, 69, 66, 69, 69, 67, 66, 66, 69, 67, 64, 62, 61, 62, 71, 69, 67]",7.0
1127,deut2413.krn,data/essen_copy/europa/deutschl/boehme/deut2413.krn,"[62, 67, 69, 71, 69, 62, 69, 71, 72, 71, 71, 74, 71, 74, 72, 71, 69, 62, 72, 72, 71, 67, 76, 76, 74, 74, 71, 71, 69, 69, 67, 74, 71, 71, 69, 69, 67]",7.0
1128,deut2375.krn,data/essen_copy/europa/deutschl/boehme/deut2375.krn,"[64, 64, 69, 64, 73, 71, 71, 69, 69, 68, 66, 64, 62, 66, 66, 64, 71, 69, 68, 66, 64, 62, 61, 64, 69, 73, 69, 73, 69, 76, 73, 73, 71, 76, 73, 78, 74, 73, 71, 71, 69]",9.0
1129,deut2361.krn,data/essen_copy/europa/deutschl/boehme/deut2361.krn,"[67, 67, 69, 67, 72, 71, 69, 67, 65, 65, 64, 64, 62, 60, 62, 64, 67, 67, 69, 67, 72, 71, 69, 67, 65, 65, 64, 64, 67, 65, 62, 60, 64, 62, 64, 62, 67, 62, 67, 71, 69, 69, 67, 67, 66, 67, 69, 67, 67, 67, 67, 69, 67, 72, 71, 69, 67, 76, 74, 74, 72, 72, 71, 69, 71, 72]",0.0
1130,deut2407.krn,data/essen_copy/europa/deutschl/boehme/deut2407.krn,"[65, 65, 65, 65, 65, 67, 69, 70, 70, 70, 70, 72, 72, 72, 65, 67, 69, 70, 70, 70, 67, 67, 67, 67, 67, 65, 69, 72, 77, 69, 72, 72, 72, 72, 70, 67, 65, 65, 65, 65, 65, 65, 67, 69, 70, 70, 72, 72, 72, 72, 70, 72, 74, 70, 70, 67, 67, 67, 67, 65, 69, 72, 77, 69, 72, 72, 72, 72, 70, 67, 65]",5.0
1131,deut2349.krn,data/essen_copy/europa/deutschl/boehme/deut2349.krn,"[62, 67, 70, 74, 70, 67, 69, 62, 74, 67, 67, 69, 67, 69, 70, 69, 74, 72, 70, 72, 69, 67, 63, 67, 69, 70, 69, 67, 67, 66, 67]",7.0
1132,deut2611.krn,data/essen_copy/europa/deutschl/boehme/deut2611.krn,"[67, 71, 74, 74, 71, 67, 67, 66, 66, 62, 72, 72, 72, 74, 72, 72, 71, 67, 76, 76, 78, 79, 76, 76, 74, 74, 72, 74, 76, 74, 72, 66, 69, 67]",7.0
1133,deut2605.krn,data/essen_copy/europa/deutschl/boehme/deut2605.krn,"[65, 64, 65, 67, 67, 65, 67, 69, 69, 69, 74, 72, 70, 70, 67, 67, 72, 70, 69, 69, 65, 64, 65, 76, 74, 74, 74, 64, 64, 64, 65]",5.0
1134,deut2639.krn,data/essen_copy/europa/deutschl/boehme/deut2639.krn,"[62, 71, 69, 67, 69, 67, 66, 67, 62, 62, 64, 64, 64, 66, 66, 66, 67, 71, 69, 67, 66, 67, 66, 64, 66, 69, 74, 66, 64, 64, 64, 69, 67, 61, 62, 62, 62, 62, 62, 62, 66, 67, 69, 69, 62, 69, 69, 69, 69, 71, 72, 71, 67, 67, 67, 67, 67, 66, 67, 64, 72, 72, 71, 69, 67, 69, 67, 66, 74, 76, 72, 69, 67, 67, 67, 71, 69, 66, 67]",7.0
1135,deut2836.krn,data/essen_copy/europa/deutschl/boehme/deut2836.krn,"[55, 60, 60, 62, 60, 59, 57, 55, 57, 55, 53, 52, 55, 55, 60, 60, 52, 52, 50, 60, 59, 62, 60, 64, 62, 60, 62, 65, 64, 55, 57, 65, 64, 62, 64, 62, 60]",0.0
1136,deut2822.krn,data/essen_copy/europa/deutschl/boehme/deut2822.krn,"[67, 67, 67, 71, 69, 67, 71, 71, 71, 74, 72, 71, 74, 72, 71, 69, 69, 67, 66, 67, 69, 71, 72, 71, 69, 71, 72, 74, 74, 72, 71, 69, 67]",7.0
1137,deut2823.krn,data/essen_copy/europa/deutschl/boehme/deut2823.krn,"[62, 67, 71, 71, 69, 69, 67, 67, 67, 71, 67, 74, 71, 69, 67, 74, 74, 74, 74, 74, 71, 79, 76, 74, 71, 74, 72, 69, 67, 66, 67, 71, 74, 71, 72, 69, 67, 66, 67]",7.0
1138,deut2837.krn,data/essen_copy/europa/deutschl/boehme/deut2837.krn,"[55, 55, 57, 55, 60, 59, 57, 55, 57, 55, 52, 55, 60, 60, 60, 64, 60, 62, 67, 65, 64, 62, 60, 59, 57, 55, 55, 57, 65, 64, 62, 60, 59, 60]",0.0
1139,deut2638.krn,data/essen_copy/europa/deutschl/boehme/deut2638.krn,"[65, 67, 65, 70, 74, 72, 70, 65, 67, 65, 72, 75, 74, 72, 70, 69, 67, 72, 70, 69, 67, 67, 72, 69, 67, 65, 74, 70, 70, 67, 72, 69, 69, 70]",10.0
1140,deut2604.krn,data/essen_copy/europa/deutschl/boehme/deut2604.krn,"[52, 53, 55, 64, 60, 52, 53, 55, 64, 60, 55, 57, 55, 64, 62, 59, 53, 52, 52, 53, 55, 64, 62, 59, 53, 52, 60, 59, 53, 50, 47, 57, 55, 53, 50, 48, 52, 55, 60, 64, 62, 55, 59, 62, 65, 64, 60, 64, 67, 69, 67, 62, 64, 60]",0.0
1141,deut2610.krn,data/essen_copy/europa/deutschl/boehme/deut2610.krn,"[67, 71, 74, 74, 72, 71, 69, 67, 67, 66, 66, 62, 72, 72, 72, 74, 72, 72, 71, 67, 79, 79, 79, 81, 79, 78, 76, 76, 74, 74, 66, 74, 74, 74, 72, 66, 69, 67]",7.0
1142,deut2348.krn,data/essen_copy/europa/deutschl/boehme/deut2348.krn,"[76, 81, 81, 76, 76, 76, 77, 72, 72, 74, 76, 77, 74, 76, 76, 81, 81, 79, 79, 72, 74, 74, 74, 76, 77, 74, 76, 69]",9.0
1143,deut2360.krn,data/essen_copy/europa/deutschl/boehme/deut2360.krn,"[62, 64, 66, 67, 71, 71, 74, 74, 72, 69, 62, 64, 66, 67, 71, 67, 74, 72, 69, 66, 67, 62, 64, 66, 67, 71, 71, 74, 74, 72, 69, 62, 64, 66, 67, 71, 67, 74, 72, 69, 66, 67, 74, 74, 74, 72, 71, 69, 67, 67, 66, 64, 62, 64, 67, 67, 74, 74, 74, 72, 69, 71, 67, 74, 72, 69, 66, 67, 71, 71, 74, 74, 71, 64, 71, 72, 76, 76, 74, 71, 67, 74, 72, 69, 66, 67, 67]",7.0
1144,deut2406.krn,data/essen_copy/europa/deutschl/boehme/deut2406.krn,"[65, 65, 70, 70, 70, 74, 70, 65, 65, 67, 65, 63, 62, 70, 69, 72, 77, 70, 69, 72, 77, 70, 69, 67, 65, 72, 72, 69, 69, 65, 65, 74, 70, 77, 77, 75, 75, 74, 74, 72, 65, 77, 75, 65, 75, 74, 65, 67, 72, 70, 69, 70]",10.0
1145,deut2412.krn,data/essen_copy/europa/deutschl/boehme/deut2412.krn,"[64, 73, 71, 69, 71, 73, 71, 69, 69, 66, 71, 73, 71, 68, 64, 74, 73, 71, 69, 68, 66, 64, 74, 73, 71, 69, 69, 68, 61, 71, 69]",9.0
1146,deut2374.krn,data/essen_copy/europa/deutschl/boehme/deut2374.krn,"[64, 69, 71, 73, 74, 76, 74, 74, 76, 76, 74, 73, 71, 69, 69, 68, 69, 64, 69, 71, 73, 74, 76, 74, 74, 76, 76, 74, 73, 71, 69, 69, 68, 69, 71, 76, 71, 71, 73, 74, 71, 73, 69, 71, 68, 69, 73, 74, 71, 73, 76, 76, 74, 74, 74, 74, 73, 73, 74, 73, 71, 69, 71, 69]",9.0
1147,deut2599.krn,data/essen_copy/europa/deutschl/boehme/deut2599.krn,"[55, 55, 55, 55, 57, 59, 60, 60, 59, 59, 60, 62, 59, 55, 53, 53, 52, 55, 55, 60, 60, 59, 56, 57, 55, 55, 55, 59, 57, 55, 53, 52, 55, 55, 55, 55, 57, 59, 60, 60, 59, 59, 60, 62, 59, 55, 53, 53, 52, 55, 55, 55, 55, 60, 60, 59, 56, 57, 64, 62, 55, 55, 64, 62, 60]",0.0
1148,deut2572.krn,data/essen_copy/europa/deutschl/boehme/deut2572.krn,"[71, 67, 74, 74, 72, 72, 71, 74, 71, 76, 74, 72, 71, 69, 71, 67, 67, 67, 72, 72, 69, 69, 74, 74, 71, 71, 76, 76, 74, 76, 72, 72, 71, 72, 74, 74, 73, 74, 74, 69, 71, 72, 72, 71, 72, 69, 64, 66, 67, 67, 66, 67, 69, 69, 67, 71, 72, 74, 69, 67, 67, 67]",7.0
1149,deut2566.krn,data/essen_copy/europa/deutschl/boehme/deut2566.krn,"[63, 67, 70, 67, 68, 72, 72, 70, 75, 72, 70, 68, 68, 67, 65, 63, 65, 58, 67, 69, 70, 67, 65, 75, 75, 74, 75, 68, 67, 63, 65, 62, 63]",3.0
1150,deut2957.krn,data/essen_copy/europa/deutschl/boehme/deut2957.krn,"[70, 70, 75, 70, 67, 68, 70, 70, 71, 72, 77, 75, 74, 75, 72, 71, 67, 75, 72, 72, 71, 72, 68, 67, 60, 72, 68, 68, 67, 72, 68, 67, 60, 72, 68, 68, 67, 65, 67, 68, 69, 70, 72, 70, 71, 72, 74, 75, 63, 67, 65, 63]",3.0
1151,deut2943.krn,data/essen_copy/europa/deutschl/boehme/deut2943.krn,"[70, 67, 68, 70, 63, 65, 67, 68, 70, 68, 67, 65, 67, 68, 70, 72, 70, 70, 75, 70, 68, 67, 65, 63, 63, 67, 65, 67, 68, 67, 67, 65, 63, 68, 67, 65, 63, 62, 72, 71, 72, 74, 72, 74, 75, 72, 74, 72, 70, 69, 70, 70]",3.0
1152,deut2758.krn,data/essen_copy/europa/deutschl/boehme/deut2758.krn,"[64, 65, 67, 67, 67, 69, 65, 62, 60, 64, 64, 64, 62, 64, 65, 67, 65, 64, 67, 67, 64, 72, 71, 71, 69, 69, 69, 67, 69, 67, 64, 65, 62, 62, 60, 64, 62, 67, 67, 71, 71, 69, 72, 71, 69, 62, 62, 69, 69, 72, 72, 71, 74, 72, 71, 69, 67, 65, 67, 64, 72, 71, 71, 69, 69, 69, 67, 69, 67, 64, 65, 62, 62, 60]",0.0
1153,deut2770.krn,data/essen_copy/europa/deutschl/boehme/deut2770.krn,"[69, 66, 62, 67, 71, 69, 74, 69, 66, 69, 66, 64, 62, 64, 66, 62, 62, 66, 62, 69, 69, 69, 69, 73, 69, 69, 66, 62, 69, 69, 69, 74, 73, 69, 69, 71, 73, 74, 73, 71, 69, 67, 66, 64, 64, 66, 67, 69, 71, 67, 66, 64, 62, 69, 71, 73, 74, 73, 71, 69, 67, 66, 64, 64, 66, 67, 69, 71, 67, 66, 64, 62]",2.0
1154,deut2764.krn,data/essen_copy/europa/deutschl/boehme/deut2764.krn,"[62, 67, 71, 71, 71, 69, 67, 62, 67, 69, 71, 74, 74, 72, 71, 67, 69, 71, 71, 71, 69, 71, 72, 74, 72, 71, 69, 69, 69, 69, 67, 69, 71, 72, 74, 71, 71, 69, 69, 67, 69, 71, 74, 69, 69, 71, 67]",7.0
1155,deut2772.krn,data/essen_copy/europa/deutschl/boehme/deut2772.krn,"[65, 67, 69, 70, 70, 72, 70, 69, 70, 72, 65, 69, 72, 70, 72, 74, 70, 75, 74, 72, 65, 67, 69, 70, 74, 72, 70, 69, 70, 72, 65, 69, 72, 75, 74, 69, 70, 72, 74, 76, 77, 65, 72, 70, 72, 74, 70, 70, 70, 72, 74, 70, 75, 74, 74, 79, 77, 75, 74, 72, 70, 65, 72, 70, 72, 74, 70, 70, 70, 72, 74, 70, 75, 74, 74, 79, 77, 75, 74, 72, 70]",10.0
1156,deut2766.krn,data/essen_copy/europa/deutschl/boehme/deut2766.krn,"[62, 71, 71, 69, 62, 72, 72, 71, 67, 71, 74, 71, 72, 69, 69, 67, 67, 71, 71, 71, 71, 74, 74, 72, 69, 69, 72, 72, 72, 72, 76, 76, 74, 71, 67, 71, 74, 71, 72, 69, 69, 67, 67, 71, 71, 71, 71, 74, 74, 72, 69, 69, 72, 72, 72, 72, 76, 76, 74, 71, 67, 71, 74, 71, 72, 69, 69, 67]",7.0
1157,deut2969.krn,data/essen_copy/europa/deutschl/boehme/deut2969.krn,"[69, 67, 67, 65, 65, 72, 70, 70, 69, 69, 77, 76, 74, 72, 70, 69, 72, 72, 70, 69, 67, 69, 67, 67, 65, 65, 72, 70, 70, 69, 69, 77, 76, 74, 72, 70, 69, 72, 72, 70, 69, 67, 67, 69, 70, 69, 67, 69, 72, 77, 72, 76, 79, 76, 72, 70, 69, 72, 77, 74, 76, 77, 70, 69, 67, 65]",5.0
1158,deut2955.krn,data/essen_copy/europa/deutschl/boehme/deut2955.krn,"[62, 67, 69, 71, 69, 67, 62, 64, 66, 67, 71, 69, 74, 71, 62, 67, 69, 71, 69, 67, 64, 66, 67, 69, 74, 69, 67, 66, 64, 62, 62, 69, 71, 72, 69, 74, 71, 76, 74, 67, 72, 71, 69, 62, 64, 66, 67, 69, 71, 72, 74, 76, 74, 67, 69, 71, 69, 67]",7.0
1159,deut2941.krn,data/essen_copy/europa/deutschl/boehme/deut2941.krn,"[55, 57, 55, 52, 55, 57, 55, 52, 62, 62, 59, 59, 60, 60, 55, 55, 57, 57, 60, 59, 57, 55, 57, 55, 52, 57, 57, 60, 59, 57, 55, 57, 55, 52, 62, 62, 65, 62, 59, 60, 64, 60, 55, 52, 55, 53, 50, 48, 48]",0.0
1160,deut2799.krn,data/essen_copy/europa/deutschl/boehme/deut2799.krn,"[77, 74, 70, 70, 70, 72, 69, 65, 65, 65, 62, 63, 62, 63, 64, 65, 77, 75, 72, 72, 75, 74, 70, 70, 74, 72, 72, 75, 69, 69, 72, 70, 74, 72, 72, 75, 69, 69, 72, 70]",10.0
1161,deut2570.krn,data/essen_copy/europa/deutschl/boehme/deut2570.krn,"[63, 63, 67, 70, 75, 75, 74, 79, 77, 74, 72, 70, 68, 68, 68, 67, 70, 69, 75, 75, 74, 74, 72, 75, 74, 77, 74, 70, 72, 75, 69, 69, 70, 70, 70, 67, 68, 77, 75, 74, 72, 70, 68, 68, 67, 72, 71, 72, 77, 75, 75, 74, 75, 74, 70, 68, 67, 68, 72, 75, 72, 70, 67, 65, 63, 68, 67, 70, 67, 63, 65, 68, 62, 62, 63]",3.0
1162,deut2564.krn,data/essen_copy/europa/deutschl/boehme/deut2564.krn,"[55, 60, 48, 48, 48, 47, 48, 52, 50, 50, 62, 60, 59, 57, 55, 53, 52, 55, 60, 60, 60, 64, 62, 60, 60, 57, 57, 57, 55, 55, 55, 55, 57, 59, 60, 62, 60, 59, 57, 55, 55, 55, 55, 53, 50, 48]",0.0
1163,deut2558.krn,data/essen_copy/europa/deutschl/boehme/deut2558.krn,"[70, 75, 75, 75, 75, 74, 72, 70, 72, 70, 68, 67, 65, 67, 63, 67, 65, 67, 68, 65, 70, 67, 65, 70, 72, 70, 68, 70, 72, 74, 75, 63]",3.0
1164,deut2404.krn,data/essen_copy/europa/deutschl/boehme/deut2404.krn,"[64, 69, 69, 73, 71, 71, 69, 69, 69, 71, 73, 74, 71, 69, 68, 69, 64, 69, 69, 73, 71, 71, 69, 69, 69, 71, 73, 74, 71, 69, 68, 69, 73, 71, 76, 75, 73, 73, 71, 71, 69, 68, 71, 71, 69, 68, 66, 64, 76, 76, 75, 75, 74, 74, 74, 73, 73, 69, 71, 73, 74, 71, 69, 68, 69]",9.0
1165,deut2362.krn,data/essen_copy/europa/deutschl/boehme/deut2362.krn,"[60, 63, 67, 72, 74, 75, 72, 72, 71, 72, 67, 67, 63, 67, 65, 62, 63, 60, 60, 63, 67, 72, 74, 75, 72, 72, 71, 72, 67, 67, 63, 67, 65, 62, 63, 60, 63, 63, 67, 67, 70, 67, 65, 65, 67, 65, 63, 65, 67, 63, 63, 67, 67, 70, 67, 65, 65, 67, 65, 63, 65, 67, 63, 67, 65, 67, 65, 63, 62, 60, 72, 71, 72, 67, 63, 67, 65, 62, 63, 60]",0.0
1166,deut2376.krn,data/essen_copy/europa/deutschl/boehme/deut2376.krn,"[62, 62, 67, 62, 67, 67, 71, 67, 67, 66, 66, 66, 67, 69, 71, 72, 69, 66, 62, 71, 67, 67, 76, 74, 72, 71, 69, 67, 66, 69, 74, 69, 72, 71, 74, 67, 71, 69, 76, 74, 66, 69, 67]",7.0
1167,deut2410.krn,data/essen_copy/europa/deutschl/boehme/deut2410.krn,"[55, 55, 55, 52, 55, 60, 59, 57, 55, 55, 53, 53, 53, 53, 50, 62, 60, 59, 57, 55, 53, 52, 60, 60, 60, 57, 59, 62, 60, 59, 57, 57, 55, 55, 60, 55, 52, 50, 48, 59, 55, 57, 55, 52]",0.0
1168,deut2438.krn,data/essen_copy/europa/deutschl/boehme/deut2438.krn,"[62, 67, 71, 69, 67, 76, 72, 69, 74, 71, 69, 67, 71, 69, 62, 67, 71, 69, 67, 79, 76, 73, 74, 69, 69, 67, 67, 66, 62, 66, 69, 72, 76, 74, 66, 69, 72, 71, 71, 72, 74, 76, 78, 79, 76, 74, 62, 72, 69, 67, 62, 72, 69, 67]",7.0
1169,deut2389.krn,data/essen_copy/europa/deutschl/boehme/deut2389.krn,"[55, 52, 53, 57, 55, 60, 59, 57, 57, 55, 55, 55, 60, 60, 64, 62, 60, 59, 59, 62, 62, 62, 60, 59, 57, 60, 60, 59, 62, 62, 65, 64, 62, 60]",0.0
1170,deut2606.krn,data/essen_copy/europa/deutschl/boehme/deut2606.krn,"[67, 65, 64, 67, 72, 71, 69, 64, 67, 65, 65, 65, 71, 74, 72, 71, 69, 67, 65, 64, 67, 64, 72, 67, 76, 74, 72, 71, 71, 69, 69, 72, 71, 69, 67, 72, 71, 69, 67, 65, 64, 67, 64, 72, 67, 76, 74, 72, 71, 71, 69, 69, 72, 71, 69, 67, 72, 71, 69, 67, 65, 64]",0.0
1171,deut2612.krn,data/essen_copy/europa/deutschl/boehme/deut2612.krn,"[60, 59, 60, 62, 55, 64, 62, 64, 65, 62, 67, 69, 67, 65, 64, 62, 60, 62, 64, 65, 67, 69, 67, 65, 64, 65, 67, 69, 67, 65, 64, 65, 67, 69, 67, 65, 64, 62, 60, 64, 62, 60]",0.0
1172,deut2809.krn,data/essen_copy/europa/deutschl/boehme/deut2809.krn,"[51, 51, 55, 55, 58, 58, 55, 56, 56, 53, 53, 50, 50, 46, 51, 51, 55, 55, 58, 58, 63, 63, 63, 57, 57, 60, 58, 58, 56, 55, 53, 53, 53, 56, 58, 60, 58, 56, 55, 53, 55, 55, 58, 58, 63, 63, 67, 65, 63, 62, 60, 58, 63]",3.0
1173,deut2821.krn,data/essen_copy/europa/deutschl/boehme/deut2821.krn,"[65, 69, 72, 72, 72, 77, 69, 72, 70, 67, 67, 69, 72, 69, 65, 67, 70, 67, 64, 65, 65, 69, 72, 72, 72, 77, 69, 72, 70, 67, 67, 69, 72, 69, 65, 67, 70, 67, 64, 65, 67, 69, 72, 77, 72, 70, 69, 69, 67, 65, 67, 69, 72, 77, 72, 70, 69, 69, 67, 65, 69, 72, 72, 72, 77, 69, 72, 70, 67, 70, 69, 72, 69, 65, 67, 70, 67, 64, 65]",5.0
1174,deut2835.krn,data/essen_copy/europa/deutschl/boehme/deut2835.krn,"[62, 67, 71, 67, 62, 67, 64, 67, 64, 64, 67, 66, 67, 69, 71, 69, 62, 72, 71, 69, 74, 71, 69, 67, 71, 69, 67, 69, 71, 67]",7.0
1175,deut2834.krn,data/essen_copy/europa/deutschl/boehme/deut2834.krn,"[60, 69, 69, 69, 67, 65, 72, 70, 70, 69, 67, 67, 72, 67, 69, 65, 74, 74, 77, 76, 74, 74, 72, 72, 72, 70, 69, 67, 74, 72, 72, 64, 65]",5.0
1176,deut2820.krn,data/essen_copy/europa/deutschl/boehme/deut2820.krn,"[62, 67, 67, 66, 62, 71, 71, 69, 74, 72, 71, 69, 67, 71, 69, 62, 72, 72, 71, 67, 76, 76, 74, 72, 71, 67, 69, 66, 69, 67]",7.0
1177,deut2808.krn,data/essen_copy/europa/deutschl/boehme/deut2808.krn,"[67, 69, 71, 72, 76, 74, 71, 74, 72, 69, 69, 72, 71, 67, 74, 72, 69, 72, 76, 74, 71, 74, 71, 72, 69, 74, 72, 71, 69, 69, 67]",7.0
1178,deut2613.krn,data/essen_copy/europa/deutschl/boehme/deut2613.krn,"[71, 69, 67, 67, 66, 67, 66, 64, 66, 69, 67, 67, 69, 69, 69, 69, 69, 74, 72, 71, 71, 69, 67, 67, 66, 67, 66, 64, 66, 69, 67, 67, 69, 69, 69, 69, 69, 74, 72, 71, 67, 69, 71, 71, 71, 69, 71, 74, 72, 72, 72, 71, 69, 67, 71, 74, 66, 67]",7.0
1179,deut2607.krn,data/essen_copy/europa/deutschl/boehme/deut2607.krn,"[58, 58, 67, 67, 68, 67, 68, 72, 70, 67, 70, 75, 72, 70, 72, 71, 68, 67, 65, 72, 70, 70, 68, 65, 67, 68, 72, 70, 67, 70, 67, 67, 65, 68, 65, 63, 65, 67, 72, 70, 70, 68, 65, 67, 68, 72, 70, 67, 70, 67, 67, 65, 68, 65, 63, 65, 63]",3.0
1180,deut2388.krn,data/essen_copy/europa/deutschl/boehme/deut2388.krn,"[55, 60, 60, 60, 64, 62, 55, 55, 55, 65, 64, 62, 60, 60, 59, 60, 55, 60, 60, 60, 64, 62, 55, 55, 55, 65, 64, 62, 60, 60, 59, 60, 64, 62, 60, 59, 60, 62, 59, 55, 67, 59, 60, 60, 60, 60, 62, 65, 59, 62, 60]",0.0
1181,deut2439.krn,data/essen_copy/europa/deutschl/boehme/deut2439.krn,"[74, 74, 74, 71, 74, 79, 74, 76, 76, 79, 78, 76, 74, 71, 69, 71, 73, 74, 76, 78, 74, 74, 72, 71, 69, 67, 76, 72, 76, 74, 73, 71, 69, 78, 74, 79, 74, 79, 74, 71, 74, 72, 69, 67]",7.0
1182,deut2377.krn,data/essen_copy/europa/deutschl/boehme/deut2377.krn,"[62, 62, 67, 67, 67, 71, 74, 71, 71, 69, 69, 66, 67, 69, 71, 72, 69, 66, 62, 71, 67, 67, 76, 74, 72, 71, 69, 67, 66, 69, 74, 69, 72, 71, 74, 76, 74, 72, 71, 69, 71, 69, 67]",7.0
1183,deut2411.krn,data/essen_copy/europa/deutschl/boehme/deut2411.krn,"[67, 65, 63, 63, 62, 63, 65, 67, 65, 63, 70, 67, 70, 67, 65, 67, 68, 70, 68, 67, 75, 74, 72, 70, 70, 67, 72, 70, 68, 67, 65, 70, 67, 63, 72, 68, 65, 63, 62, 65, 65, 63]",3.0
1184,deut2405.krn,data/essen_copy/europa/deutschl/boehme/deut2405.krn,"[65, 70, 72, 70, 74, 77, 75, 74, 72, 70, 70, 75, 74, 72, 77, 75, 74, 74, 72, 65, 65, 67, 65, 65, 67, 65, 74, 67, 65, 77, 77, 75, 74, 74, 77, 75, 74, 72, 72, 72, 77, 70, 75, 74, 74, 72, 65, 70, 69, 70, 72, 70, 72, 74, 72, 74, 75, 77, 77, 77, 75, 74, 72, 74, 72, 70]",10.0
1185,deut2363.krn,data/essen_copy/europa/deutschl/boehme/deut2363.krn,"[57, 58, 55, 58, 57, 62, 65, 64, 62, 61, 57, 58, 55, 58, 57, 61, 61, 62, 57, 58, 55, 58, 57, 62, 65, 64, 62, 61, 57, 58, 55, 58, 57, 61, 61, 62, 64, 65, 67, 64, 65, 61, 62, 65, 64, 62, 61, 64, 65, 67, 64, 65, 61, 62, 65, 64, 62, 61, 57, 58, 55, 58, 57, 62, 65, 64, 62, 61, 57, 58, 55, 58, 57, 61, 61, 62]",2.0
1186,deut2559.krn,data/essen_copy/europa/deutschl/boehme/deut2559.krn,"[69, 69, 69, 69, 69, 69, 69, 67, 69, 72, 70, 67, 67, 67, 67, 67, 67, 67, 65, 67, 69, 69, 69, 69, 69, 69, 69, 69, 67, 69, 72, 70, 67, 67, 67, 67, 67, 67, 67, 65, 67, 69, 69, 69, 70, 72, 69, 70, 67, 69, 72, 77, 69, 69, 70, 72, 69, 70, 67, 69, 67, 67, 72, 72, 71, 71, 77, 71, 71, 74, 72, 72, 70, 69, 69, 70, 72, 69, 70, 67, 69, 72, 77, 69, 69, 70, 72, 72, 69, 70, 69, 67, 65]",5.0
1187,deut2565.krn,data/essen_copy/europa/deutschl/boehme/deut2565.krn,"[60, 69, 67, 65, 60, 70, 69, 67, 72, 72, 72, 70, 69, 67, 65, 64, 65, 67, 67, 67, 67, 67, 67, 69, 71, 74, 72, 72, 77, 76, 74, 72, 71, 69, 67, 69, 71, 72, 60, 69, 67, 65, 60, 70, 69, 67, 72, 72, 72, 70, 69, 67, 65, 64, 65, 67, 60, 69, 67, 65, 65, 70, 69, 67, 72, 72, 74, 76, 77, 72, 69, 65, 72, 60, 65, 60, 69, 67, 65, 65, 70, 69, 67, 72, 72, 74, 76, 77, 72, 69, 65, 72, 60, 65]",5.0
1188,deut2571.krn,data/essen_copy/europa/deutschl/boehme/deut2571.krn,"[69, 71, 69, 67, 67, 66, 66, 66, 66, 67, 66, 64, 64, 62, 62, 62, 64, 64, 64, 66, 67, 69, 69, 71, 69, 67, 66, 66, 64, 69, 69, 69, 71, 73, 74, 71, 69, 69, 71, 69, 67, 66, 67, 66, 67, 66, 62, 66, 69, 69, 67, 64, 67, 66, 69, 71, 67, 64, 61, 64, 62]",2.0
1189,deut2798.krn,data/essen_copy/europa/deutschl/boehme/deut2798.krn,"[69, 74, 74, 74, 74, 74, 73, 71, 69, 66, 71, 67, 64, 69, 66, 69, 69, 66, 74, 74, 74, 76, 73, 69, 71, 73, 74, 76, 76, 69, 69, 69, 66, 74, 73, 74, 76, 67, 67, 67, 66, 69, 74, 74, 73, 69, 71, 71, 76, 76, 69, 71, 73, 74, 66, 67, 66, 67, 69, 69, 62]",2.0
1190,deut2940.krn,data/essen_copy/europa/deutschl/boehme/deut2940.krn,"[72, 74, 72, 70, 69, 70, 72, 74, 72, 70, 69, 72, 72, 74, 76, 77, 76, 74, 72, 67, 69, 67, 69, 70, 72, 70, 69, 70, 69, 70, 72, 74, 72, 77, 76, 74, 72, 77, 74, 72, 70, 69, 67, 65]",5.0
1191,deut2954.krn,data/essen_copy/europa/deutschl/boehme/deut2954.krn,"[62, 71, 71, 69, 69, 67, 71, 67, 62, 62, 72, 72, 71, 74, 71, 69, 67, 71, 74, 74, 76, 76, 74, 72, 71, 72, 69, 74, 71, 67, 71, 69, 67, 66, 67]",7.0
1192,deut2968.krn,data/essen_copy/europa/deutschl/boehme/deut2968.krn,"[69, 67, 66, 66, 74, 73, 71, 71, 71, 64, 66, 67, 71, 69, 67, 66, 66, 74, 73, 71, 69, 69, 68, 67, 71, 76, 74, 73, 71, 71, 69, 69, 69, 64, 67, 66, 69, 64, 67, 66, 69, 64, 67, 66]",2.0
1193,deut2767.krn,data/essen_copy/europa/deutschl/boehme/deut2767.krn,"[48, 52, 55, 55, 57, 59, 60, 55, 55, 57, 55, 53, 53, 53, 53, 57, 55, 55, 52, 52, 52, 52, 52, 55, 60, 60, 62, 62, 64, 62, 57, 62, 60, 60, 60, 59, 57, 59, 60, 55, 60, 60, 59, 59, 59, 59, 59, 57, 57, 55, 55, 55, 55, 55, 55, 55, 62, 55, 55, 55, 55, 55, 55, 60, 55, 55, 55, 55, 60, 60, 59, 59, 59, 59, 59, 57, 57, 55, 55, 55, 55, 55, 55, 57, 57, 59, 59, 60, 60, 62, 62, 64, 64, 65, 57, 62, 60, 52, 57, 55, 50, 52, 48]",0.0
